transaction_id,vendor_id,invoice_number,txn_date,amount,currency,gl_account,description
T001094,V0162,INV-15529,06/17/2025,427.15,GBP,6000,Air travel
T001095,V0124,INV-93692,01/11/2024,903.16,GBP,6100,Air travel
T001096,V0014,INV-97385,11 Aug 2024,369.15,GBP,6000,Office supplies
T001097,V0163,INV-66906,28 Nov 2024,£439.88,GBP,6000,Office supplies
T001098,V0071,INV-86637,02 May 2024,44.79,GBP,6300,Office supplies
T001099,V0003,INV-15504,01 May 2025,"£1,105.40",GBP,6500,Freight
T001100,V0040,INV-58679,2024-04-01,590.60,GBP,6100,Office supplies
T001101,V0128,INV-21980,12/12/2024,1209.32,GBP,6500,Software licence
T001102,V0016,INV-56598,06/06/2024,16.68,GBP,6500,Freight
T001103,V0028,INV-26492,2025-05-14,"£4,012.67",GBP,6100,Air travel
T001104,V0143,INV-94495,2024-12-21,346.0,GBP,6300,Advisory fee
T001105,V9972,INV-12798,21 Jan 2025,"£1,365.12",GBP,6200,Advisory fee
T001106,V0035,INV-42859,10/02/2024,128.52,GBP,6300,Advisory fee
T001107,V0113,INV-83272,28 Oct 2024,791.6,GBP,6400,Advisory fee
T001108,V0126,INV-34874,10 Jul 2024,126.63,GBP,6400,Air travel
T001109,V0083,INV-71393,08/10/2024,£203.13,GBP,6400,Freight
T001110,V0042,INV-19027,07/06/2024,"£9,999.00",GBP,6300,Air travel
T001111,V0068,INV-80989,10 Jan 2025,327.09,GBP,6300,Software licence
T001112,V0199,INV-93627,2025-06-02,512.44,GBP,6300,Advisory fee
T001113,V0048,INV-12453,2025-01-07,1050.56,GBP,6400,Office supplies
T001114,V0083,INV-18302,2025-01-31,£695.93,GBP,6100,Freight
T001115,V0175,INV-75214,06/06/2024,£476.02,GBP,6400,Air travel
T001116,V0083,INV-63713,25/11/2024,602.72,GBP,6000,Software licence
T001117,V0134,INV-96362,09 Mar 2024,5674.61,GBP,6000,Office supplies
T001118,V0046,INV-14099,2024-07-25,378.65,GBP,6000,Ad spend
T001119,V0050,INV-22943,02/02/2024,£503.31,GBP,6400,Advisory fee
T001120,V0100,INV-96235,16 May 2025,"£1,281.41",GBP,6400,Freight
T001121,V0180,INV-87371,09/19/2024,"£1,361.14",GBP,6000,Air travel
T001122,V0057,INV-89423,03/13/2024,1488.81,GBP,6000,Office supplies
T001123,V0168,INV-74409,22/03/2024,814.52,GBP,6300,Advisory fee
T001124,V0016,INV-57307,01 Mar 2025,£114.74,GBP,6200,Advisory fee
T001125,V0015,INV-90862,09/29/2024,2432.74,GBP,6400,Software licence
T001126,V0188,INV-19225,07 Nov 2024,114.32,GBP,6000,Office supplies
T001127,V0133,INV-22729,13/04/2024,562.79,GBP,6500,Office supplies
T001128,V0137,INV-60506,07/13/2024,£175.97,GBP,6100,Freight
T001129,V0169,INV-42605,2024-07-02,375.95,GBP,6400,Advisory fee
T001130,V0143,INV-64419,18 Apr 2024,579.19,GBP,6500,Freight
T001131,V0092,INV-98407,04/14/2025,574.50,GBP,6500,Advisory fee
T001132,V0110,INV-23644,19 Jun 2024,641.69,GBP,6100,Freight
T001133,V0103,INV-76151,2024-12-11,2380.54,GBP,6500,Office supplies
T001134,V0137,INV-88632,29 Mar 2025,664.40,GBP,6200,Air travel
T001135,V0141,INV-52553,15/01/2025,308.41,GBP,6300,Advisory fee
T001136,V0111,INV-52395,03/09/2024,"£1,165.02",GBP,6400,Freight
T001137,V0055,INV-59160,2024-09-17,"1,492.81",GBP,6200,Ad spend
T001138,V0115,INV-62047,01/01/2024,9500.00,GBP,6500,Software licence
T001139,V0073,INV-88087,2024-01-17,£778.32,GBP,6400,Office supplies
T001140,V0078,INV-10860,11/03/2024,872.44,GBP,6100,Office supplies
T001141,V0081,INV-12844,10/09/2024,290.81,GBP,6400,Freight
T001142,V0143,INV-84798,06/07/2024,"£1,832.21",GBP,6000,Software licence
T001143,V0118,INV-56616,06/08/2024,342.04,GBP,6100,Air travel
T001144,V0094,INV-86304,2024-09-12,£463.19,GBP,6100,Air travel
T001145,V0077,INV-22046,02/13/2025,333.49,GBP,6400,Office supplies
T001146,V0188,INV-20118,28/11/2024,410.4,GBP,6300,Office supplies
T001147,V0125,INV-85527,07/04/2024,£120.80,GBP,6400,Advisory fee
T001148,V0077,INV-14898,2025-01-25,82.76,GBP,6000,Software licence
T001149,V0198,INV-53829,2024-12-22,"£2,330.77",GBP,6300,Ad spend
T001150,V0031,INV-39716,2024-01-12,£158.91,GBP,6500,Advisory fee
T001151,V0098,INV-17094,11/08/2024,135.57,GBP,6400,Software licence
T001152,V0082,INV-80769,2024-06-02,37.76,GBP,6200,Freight
T001153,V0179,INV-38940,2024-06-05,£199.77,GBP,6000,Advisory fee
T001154,V0188,INV-61495,01 Apr 2025,94.12,GBP,6400,Freight
T001155,V0130,INV-21807,15 Aug 2024,2455.82,GBP,6300,Air travel
T001156,V0101,INV-29400,15/05/2024,1225.13,GBP,6200,Software licence
T001157,V0122,INV-84899,2024-02-20,189.24,GBP,6400,Ad spend
T001158,V0068,INV-21151,12/02/2025,4806.28,GBP,6400,Ad spend
T001159,V0199,INV-27088,05/18/2024,"£1,187.90",GBP,6300,Freight
T001160,V0051,INV-73944,08/02/2025,282.22,GBP,6500,Freight
T001161,V0051,INV-83553,2025-06-20,25.81,GBP,6100,Office supplies
T001162,V0019,INV-44898,16/03/2025,"£5,014.24",GBP,6200,Advisory fee
T001163,V0148,INV-21743,25 Apr 2024,87.49,GBP,6500,Ad spend
T001164,V0109,INV-57876,2024-12-22,66.03,GBP,6100,Air travel
T001165,V0089,INV-87840,25/01/2024,1242.43,GBP,6200,Office supplies
T001166,V0090,INV-90769,03/28/2025,5906.02,GBP,6400,Office supplies
T001167,V0113,INV-15882,08/27/2024,1849.55,GBP,6100,Advisory fee
T001168,V0096,INV-30446,2024-03-28,£750.17,GBP,6000,Advisory fee
T001169,V0014,INV-41856,05/31/2024,776.06,GBP,6200,Software licence
T001170,V0088,INV-24585,2024-11-08,1031.49,GBP,6300,Ad spend
T001171,V0006,INV-53499,02/08/2024,£929.66,GBP,6500,Freight
T001172,V0055,INV-36712,06/19/2025,549.67,GBP,6200,Freight
T001173,V0124,INV-91663,24/05/2024,452.42,GBP,6500,Advisory fee
T001174,V0172,INV-12410,2025-01-20,376.59,GBP,6400,Advisory fee
T001175,V0135,INV-15699,09/18/2024,176.03,GBP,6100,Software licence
T001176,V0073,INV-36305,2024-10-04,296.27,GBP,6000,Ad spend
T001177,V0168,INV-11092,09/03/2024,£62.66,GBP,6300,Advisory fee
T001178,V0070,INV-96898,2025-01-03,362.07,GBP,6000,Software licence
T001179,V0075,INV-95119,2025-01-30,135.99,GBP,6100,Ad spend
T001180,V0131,INV-23055,19 Nov 2024,119.83,GBP,6300,Freight
T001181,V0137,INV-21537,09 Jul 2024,"9,999.00",GBP,6100,Freight
T001182,V0118,INV-83490,23/01/2024,"1,865.35",GBP,6000,Office supplies
T001183,V0136,INV-49967,2024-12-07,"£1,107.82",GBP,6300,Ad spend
T001184,V0191,INV-30578,01/19/2024,£71.70,GBP,6200,Advisory fee
T001185,V0091,INV-56580,05/11/2024,135.83,GBP,6100,Freight
T001186,V0071,INV-18127,2024-09-20,1135.52,GBP,6300,Software licence
T001187,V0143,INV-46725,08/18/2024,£136.90,GBP,6100,Air travel
T001188,V0101,INV-96105,20/05/2024,315.10,GBP,6000,Advisory fee
T001189,V0098,INV-78251,20 Aug 2024,738.82,GBP,6300,Office supplies
T001190,V0147,INV-30021,03/12/2025,139.05,GBP,6200,Freight
T001191,V0085,INV-68873,14 May 2024,£453.01,GBP,6100,Advisory fee
T001192,V0036,INV-86156,26/07/2024,93.00,GBP,6100,Air travel
T001193,V0177,INV-78656,18 May 2024,£208.20,GBP,6300,Office supplies
T001194,V0168,INV-84035,06/10/2024,£573.50,GBP,6200,Software licence
T001195,V0143,INV-79856,01 May 2024,69.94,GBP,6100,Air travel
T001196,V0038,INV-13864,11/22/2024,654.93,GBP,6300,Ad spend
T001197,V0078,INV-68065,07/10/2024,394.81,GBP,6100,Office supplies
T001198,V0028,INV-27241,08/07/2024,£740.81,GBP,6000,Freight
T001199,V0158,INV-44978,24 Aug 2024,,GBP,6400,Office supplies
T001200,V0060,INV-13418,02 Jan 2025,1809.05,GBP,6000,Advisory fee
T001201,V0200,INV-72469,2024-05-17,463.01,GBP,6400,Freight
T001202,V0121,INV-95140,01/17/2025,251.55,GBP,6100,Ad spend
T001203,V0126,INV-72108,20 May 2024,461.52,GBP,6100,Office supplies
T001204,V0058,INV-14224,22/02/2025,733.35,GBP,6000,Air travel
T001205,V0106,INV-39170,2024-07-26,£425.70,GBP,6100,Software licence
T001206,V0046,INV-67577,16 May 2025,421.85,GBP,6500,Air travel
T001207,V0118,INV-42346,13/03/2025,£186.38,GBP,6300,Software licence
T001208,V0156,INV-59856,11/16/2024,194.57,GBP,6300,Freight
T001209,V0191,INV-84964,06/21/2025,£86.24,GBP,6500,Advisory fee
T001210,V0010,INV-78242,2024-04-21,2764.28,GBP,6300,Ad spend
T001211,V0011,INV-42207,15/06/2025,102.69,GBP,6400,Ad spend
T001212,V0189,INV-15144,2025-01-31,188.26,GBP,6400,Advisory fee
T001213,V0013,INV-34884,10/25/2024,183.05,GBP,6300,Ad spend
T001214,V0078,INV-47475,17/04/2025,1079.68,GBP,6100,Ad spend
T001215,V0076,INV-90364,2024-02-25,291.65,GBP,6500,Freight
T001216,V0037,INV-70762,07 Apr 2025,"1,591.63",GBP,6000,Advisory fee
T001217,V0129,INV-24833,07/03/2024,192.32,GBP,6400,Advisory fee
T001218,V0140,INV-27734,2025-02-06,548.34,GBP,6300,Air travel
T001219,V0116,INV-13265,02/07/2024,£160.95,GBP,6300,Freight
T001220,V0183,INV-36467,10 Apr 2025,4271.26,GBP,6000,Air travel
T001221,V0083,INV-95010,16 Jun 2024,109.25,GBP,6500,Advisory fee
T001222,V0032,INV-21952,2024-04-26,567.25,GBP,6500,Ad spend
T001223,V0163,INV-57571,2024-03-28,810.10,GBP,6400,Advisory fee
T001224,V0099,INV-77065,06/12/2024,635.99,GBP,6300,Freight
T001225,V0098,INV-15754,23 Jun 2024,329.04,GBP,6200,Freight
T001226,V0169,INV-29672,15 Jun 2024,£349.74,GBP,6100,Office supplies
T001227,V0197,INV-16725,05 Mar 2025,423.35,GBP,6200,Air travel
T001228,V0187,INV-68491,10/22/2024,343.19,GBP,6500,Office supplies
T001229,V0031,INV-27245,26 Jul 2024,"1,164.76",GBP,6000,Freight
T001230,V0196,INV-43175,01/13/2024,"£9,500.00",GBP,6300,Ad spend
T001231,V0128,INV-81237,2024-01-06,218.49,GBP,6400,Ad spend
T001232,V0061,INV-38426,05/02/2025,£89.41,GBP,6300,Ad spend
T001233,V0114,INV-20407,07 Jan 2024,£366.09,GBP,6100,Freight
T001234,V0072,INV-91233,31 Jul 2024,"£6,888.99",GBP,6000,Office supplies
T001235,V0038,INV-17217,23/12/2024,166.66,GBP,6000,Office supplies
T001236,V0009,INV-97424,2024-11-01,2448.0,GBP,6200,Software licence
T001237,V0013,INV-24272,02 Mar 2025,2554.14,GBP,6100,Office supplies
T001238,V0173,INV-47274,30 Jun 2024,219.43,GBP,6300,Advisory fee
T001239,V0149,INV-57210,2024-02-06,754.37,GBP,6000,Air travel
T001240,V0083,INV-58309,23 Jan 2025,"£2,419.31",GBP,6000,Ad spend
T001241,V0141,INV-18509,2024-10-26,265.86,GBP,6300,Office supplies
T001242,V0032,INV-45968,03 Dec 2024,322.49,GBP,6400,Ad spend
T001243,V0135,INV-37504,02 Aug 2024,212.76,GBP,6400,Software licence
T001244,V0028,INV-84890,03/30/2024,132.13,GBP,6300,Advisory fee
T001245,V0177,INV-89269,10/21/2024,197.51,GBP,6300,Freight
T001246,V0082,INV-44034,22 Jun 2025,£104.97,GBP,6400,Freight
T001247,V0091,INV-27001,2025-05-23,£418.84,GBP,6400,Advisory fee
T001248,V0162,INV-75239,19/05/2025,£172.95,GBP,6100,Freight
T001249,V0060,INV-48074,2024-07-17,£521.74,GBP,6000,Software licence
T001250,V0007,INV-70933,2024-04-30,72.86,GBP,6500,Office supplies
T001251,V0158,INV-64346,02/27/2025,580.55,GBP,6000,Air travel
T001252,V0090,INV-83454,08/05/2024,1009.17,GBP,6000,Advisory fee
T001253,V0052,INV-46913,17 Sep 2024,45.01,GBP,6000,Air travel
T001254,V0077,INV-76412,27/11/2024,608.78,GBP,6000,Software licence
T001255,V0176,INV-53684,2024-12-15,1556.88,GBP,6300,Advisory fee
T001256,V0146,INV-90739,2024-01-30,106.63,GBP,6100,Office supplies
T001257,V0085,INV-54294,2025-05-05,"2,539.77",GBP,6300,Software licence
T001258,V0166,INV-27793,08/05/2025,£639.65,GBP,6100,Advisory fee
T001259,V0118,INV-80381,09 Dec 2024,185.77,GBP,6300,Ad spend
T001260,V0191,INV-17342,2025-06-17,379.42,GBP,6200,Freight
T001261,V0186,INV-98892,19 Nov 2024,£745.58,GBP,6400,Freight
T001262,V0005,INV-37297,2024-12-05,438.61,GBP,6200,Software licence
T001263,V0039,INV-46760,01 Feb 2024,£729.70,GBP,6200,Ad spend
T001264,V0161,INV-80028,2024-06-18,146.53,GBP,6400,Freight
T001265,V0100,INV-34560,04/29/2024,486.04,GBP,6200,Advisory fee
T001266,V0081,INV-14145,10/05/2024,85.19,GBP,6300,Software licence
T001267,V0128,INV-41148,2025-01-15,356.97,GBP,6300,Air travel
T001268,V0056,INV-78825,2024-11-05,149.26,GBP,6100,Software licence
T001269,V0096,INV-14901,25 Jul 2024,"£9,500.00",GBP,6000,Ad spend
T001270,V0130,INV-13268,09 May 2025,"1,571.37",GBP,6400,Office supplies
T001271,V0049,INV-54579,05/10/2025,1340.02,GBP,6500,Freight
T001272,V0080,INV-52904,26 May 2024,788.44,GBP,6000,Freight
T001273,V0174,INV-27395,29 Jul 2024,121.32,GBP,6500,Software licence
T001274,V0118,INV-60801,18 Jun 2025,284.85,GBP,6000,Software licence
T001275,V0080,INV-15771,2024-03-30,"1,532.12",GBP,6200,Ad spend
T001276,V0012,INV-23513,2025-06-17,471.49,GBP,6500,Advisory fee
T001277,V0080,INV-12946,2024-11-15,5173.28,GBP,6500,Office supplies
T001278,V0083,INV-36287,2024-07-16,621.82,GBP,6200,Air travel
T001279,V0137,INV-51831,27 Mar 2025,498.33,GBP,6500,Software licence
T001280,V0070,INV-29571,2024-06-10,287.14,GBP,6200,Software licence
T001281,V0004,INV-91650,2025-06-10,467.26,GBP,6000,Office supplies
T001282,V0139,INV-55916,22 Nov 2024,341.14,GBP,6200,Office supplies
T001283,V0181,INV-47128,09/07/2024,879.12,GBP,6100,Software licence
T001284,V0080,INV-90381,12 Dec 2024,1155.6,GBP,6400,Ad spend
T001285,V0013,INV-27049,30 Jan 2024,£169.93,GBP,6300,Advisory fee
T001286,V0013,INV-23884,27 Jan 2025,93.28,GBP,6000,Software licence
T001287,V0110,INV-61369,07/02/2024,£53.53,GBP,6500,Freight
T001288,V0152,INV-92505,04/01/2025,£705.42,GBP,6400,Air travel
T001289,V0080,INV-53559,21/07/2024,£119.86,GBP,6500,Advisory fee
T001290,V0137,INV-20295,21 Apr 2025,90000.00,GBP,6400,Office supplies
T001291,V0024,INV-71377,04/09/2024,618.59,GBP,6300,Air travel
T001292,V0176,INV-94465,21 Apr 2025,"6,262.28",GBP,6300,Office supplies
T001293,V0058,INV-28837,21/09/2024,£400.74,GBP,6200,Ad spend
T001294,V0047,INV-97186,04 Dec 2024,9500.00,GBP,6200,Ad spend
T001295,V0125,INV-13966,03/07/2024,441.43,GBP,6300,Software licence
T001296,V0090,INV-72737,2025-04-17,361.85,GBP,6100,Air travel
T001297,V0197,INV-55693,10 May 2024,"£1,108.75",GBP,6400,Software licence
T001298,V0104,INV-24022,29/11/2024,£293.15,GBP,6400,Advisory fee
T001299,V0019,INV-49599,17 Apr 2025,541.39,GBP,6300,Freight
T001300,V0106,INV-41270,09/06/2024,574.71,GBP,6400,Office supplies
T001301,V0124,INV-60307,03/08/2024,193.47,GBP,6200,Office supplies
T001302,V0178,INV-87459,17/03/2025,1201.40,GBP,6300,Freight
T001303,V0088,INV-81372,29 Aug 2024,332.8,GBP,6100,Advisory fee
T001304,V0172,INV-20209,05/13/2025,£175.68,GBP,6000,Freight
T001305,V0153,INV-70674,11/29/2024,£727.90,GBP,6400,Software licence
T001306,V0114,INV-33091,2024-11-11,150.16,GBP,6300,Software licence
T001307,V0154,INV-24253,2025-01-23,416.13,GBP,6200,Ad spend
T001308,V0166,INV-96529,03/03/2024,399.40,GBP,6000,Office supplies
T001309,V0036,INV-86122,2024-01-01,"£1,332.06",GBP,6100,Advisory fee
T001310,V0039,INV-69372,10/25/2024,680.05,GBP,6300,Freight
T001311,V0148,INV-68610,19 Jul 2024,£392.47,GBP,6100,Advisory fee
T001312,V0082,INV-49286,2024-11-07,991.82,GBP,6300,Advisory fee
T001313,V0089,INV-21703,2024-01-09,"£1,861.67",GBP,6400,Freight
T001314,V0104,INV-26718,2024-10-28,745.15,GBP,6000,Air travel
T001315,V0141,INV-16963,01/01/2024,408.05,GBP,6500,Freight
T001316,V0092,INV-24378,2024-10-15,95.3,GBP,6000,Office supplies
T001317,V0111,INV-87353,02/07/2025,125.01,GBP,6500,Air travel
T001318,V0183,INV-60173,19 Feb 2025,£288.37,GBP,6300,Ad spend
T001319,V0140,INV-37684,26/06/2024,206.34,GBP,6300,Office supplies
T001320,V0049,INV-82800,28 Jan 2025,328.43,GBP,6200,Ad spend
T001321,V0040,INV-47810,2024-05-08,£429.37,GBP,6100,Software licence
T001322,V0019,INV-94985,2024-01-17,722.46,GBP,6100,Advisory fee
T001323,V0125,INV-96235,23 Mar 2025,£373.33,GBP,6100,Software licence
T001324,V0036,INV-94180,01 Mar 2025,£688.94,GBP,6300,Advisory fee
T001325,V0155,INV-65797,2024-07-03,£433.08,GBP,6300,Freight
T001326,V0109,INV-82358,05 Apr 2025,45.92,GBP,6300,Air travel
T001327,V0058,INV-34352,10/03/2025,143.56,GBP,6400,Software licence
T001328,V0148,INV-75294,2024-08-30,344.3,GBP,6500,Freight
T001329,V0069,INV-63849,10 Jan 2025,106.63,GBP,6000,Software licence
T001330,V0146,INV-73342,2025-01-12,780.49,GBP,6000,Freight
T001331,V0124,INV-20494,05/25/2024,2172.92,GBP,6500,Advisory fee
T001332,V0135,INV-46624,2025-04-21,1541.7,GBP,6400,Software licence
T001333,V0134,INV-89963,03/31/2024,319.01,GBP,6100,Ad spend
T001334,V0162,INV-96997,20 Mar 2024,2079.33,GBP,6500,Advisory fee
T001335,V0139,INV-85973,2024-11-15,475.10,GBP,6400,Software licence
T001336,V0088,INV-80127,01/12/2024,278.44,GBP,6300,Ad spend
T001337,V0132,INV-71503,05 Dec 2024,205.46,GBP,6300,Air travel
T001338,V0076,INV-47907,06/20/2024,289.25,GBP,6000,Advisory fee
T001339,V0153,INV-49855,09/23/2024,263.22,GBP,6000,Advisory fee
T001340,V0122,INV-85778,06/22/2024,486.61,GBP,6400,Software licence
T001341,V0169,INV-48240,28/01/2024,481.37,GBP,6200,Ad spend
T001342,V0022,INV-26622,2025-06-01,404.78,GBP,6000,Air travel
T001343,V0065,INV-27372,2024-10-14,652.38,GBP,6200,Air travel
T001344,V0004,INV-24621,27/06/2024,1494.74,GBP,6400,Advisory fee
T001345,V0039,INV-96396,02/04/2025,1146.55,GBP,6200,Office supplies
T001346,V0067,INV-40958,11/05/2025,£78.78,GBP,6100,Freight
T001347,V0009,INV-54937,2024-03-27,24.31,GBP,6100,Freight
T001348,V0040,INV-75004,02/26/2025,"1,127.49",GBP,6300,Office supplies
T001349,V0170,INV-67695,06/20/2024,89.70,GBP,6100,Freight
T001350,V0188,INV-55229,02/25/2024,315.06,GBP,6500,Air travel
T001351,V0194,INV-25203,2024-02-23,111.37,GBP,6100,Ad spend
T001352,V0103,INV-72420,04/11/2024,55.58,GBP,6300,Advisory fee
T001353,V0193,INV-79798,27 Aug 2024,£731.87,GBP,6300,Advisory fee
T001354,V0181,INV-61127,30 Apr 2025,929.89,GBP,6200,Office supplies
T001355,V0136,INV-66981,01/13/2024,213.97,GBP,6200,Ad spend
T001356,V0098,INV-98931,2024-11-19,23.33,GBP,6400,Advisory fee
T001357,V0011,INV-22761,12/28/2024,221.21,GBP,6300,Freight
T001358,V0167,INV-45728,09 Dec 2024,620.78,GBP,6200,Air travel
T001359,V0026,INV-43468,04 Feb 2025,79.30,GBP,6300,Advisory fee
T001360,V0192,INV-41692,18 Jul 2024,493.59,GBP,6400,Air travel
T001361,V0174,INV-33582,11/16/2024,£396.69,GBP,6400,Software licence
T001362,V0173,INV-11110,03/10/2024,762.97,GBP,6000,Ad spend
T001363,V0026,INV-78847,16 Apr 2024,£460.14,GBP,6500,Ad spend
T001364,V0090,INV-38759,17 Oct 2024,138.33,GBP,6200,Office supplies
T001365,V0009,INV-13106,04/04/2024,1504.52,GBP,6000,Freight
T001366,V0169,INV-38419,04 May 2024,338.87,GBP,6500,Software licence
T001367,V0023,INV-89257,13 May 2024,391.49,GBP,6300,Advisory fee
T001368,V0196,INV-94922,2024-07-08,144.52,GBP,6000,Advisory fee
T001369,V0048,INV-43205,28/10/2024,247.74,GBP,6300,Advisory fee
T001370,V0020,INV-93726,09/04/2025,152.43,GBP,6200,Ad spend
T001371,V0178,INV-97500,2024-11-27,£333.54,GBP,6200,Office supplies
T001372,V0200,INV-19698,2024-10-10,2651.50,GBP,6000,Ad spend
T001373,V0100,INV-53601,02/03/2024,89.20,GBP,6200,Air travel
T001374,V0046,INV-67747,03/12/2024,68.38,GBP,6300,Office supplies
T001375,V0157,INV-61463,01/07/2024,,GBP,6500,Ad spend
T001376,V0028,INV-28857,17 Mar 2025,£320.46,GBP,6100,Freight
T001377,V0165,INV-23926,28 Mar 2025,193.26,GBP,6500,Air travel
T001378,V0027,INV-14569,03/15/2024,"£1,266.35",GBP,6000,Freight
T001379,V0187,INV-42846,01/04/2025,207.23,GBP,6000,Ad spend
T001380,V0039,INV-95572,01/01/2024,"£3,006.74",GBP,6000,Advisory fee
T001381,V0100,INV-44922,04 Jun 2024,850.41,GBP,6500,Air travel
T001382,V0101,INV-85319,2024-01-04,235.87,GBP,6400,Advisory fee
T001383,V0198,INV-74314,04 May 2025,4328.77,GBP,6300,Ad spend
T001384,V0187,INV-19188,19 Aug 2024,£207.21,GBP,6000,Ad spend
T001385,V0177,INV-73185,04 May 2024,£912.61,GBP,6400,Freight
T001386,V0092,INV-53704,2024-11-06,560.72,GBP,6300,Software licence
T001387,V0162,INV-94813,2024-04-02,"£1,689.04",GBP,6200,Freight
T001388,V0088,INV-20545,15 Apr 2025,"2,247.70",GBP,6200,Advisory fee
T001389,V0052,INV-33149,02/10/2024,417.88,GBP,6300,Advisory fee
T001390,V0049,INV-49173,03 Feb 2025,176.13,GBP,6000,Advisory fee
T001391,V0177,INV-57089,13 May 2025,669.12,GBP,6000,Advisory fee
T001392,V0113,INV-34833,05/23/2024,191.43,GBP,6000,Office supplies
T001393,V0007,INV-87718,01/09/2024,3694.96,GBP,6300,Ad spend
T001394,V0017,INV-80851,11/11/2024,468.81,GBP,6300,Freight
T001395,V0116,INV-12151,07 Feb 2024,269.93,GBP,6200,Software licence
T001396,V0087,INV-15611,02/19/2025,494.30,GBP,6000,Office supplies
T001397,V0168,INV-97466,2025-06-19,91.67,GBP,6300,Advisory fee
T001398,V0138,INV-29523,08/26/2024,138.55,GBP,6000,Software licence
T001399,V0189,INV-28558,15/05/2025,"1,510.89",GBP,6500,Software licence
T001400,V0121,INV-91051,02/16/2024,195.86,GBP,6100,Advisory fee
T001401,V0167,INV-27109,01/15/2024,£127.54,GBP,6100,Advisory fee
T001402,V0013,INV-50283,04/09/2024,728.01,GBP,6300,Freight
T001403,V0044,INV-87469,03/06/2024,1486.64,GBP,6000,Software licence
T001404,V0128,INV-87984,13 Aug 2024,£889.67,GBP,6000,Office supplies
T001405,V0110,INV-54216,02/15/2025,1206.71,GBP,6200,Software licence
T001406,V0176,INV-85493,20/05/2024,175.48,GBP,6200,Office supplies
T001407,V0196,INV-15975,06/26/2024,84.44,GBP,6200,Software licence
T001408,V0031,INV-45899,2024-05-24,2103.73,GBP,6300,Office supplies
T001409,V0179,INV-58487,17 Jun 2024,282.89,GBP,6300,Office supplies
T001410,V0149,INV-15334,16/05/2024,306.15,GBP,6000,Advisory fee
T001411,V0157,INV-59300,10 Jun 2024,"1,738.91",GBP,6000,Ad spend
T001412,V0021,INV-10832,08/01/2024,£743.86,GBP,6100,Software licence
T001413,V0181,INV-95426,17 Oct 2024,666.12,GBP,6300,Advisory fee
T001414,V0198,INV-72391,2024-05-09,4365.56,GBP,6100,Office supplies
T001415,V0164,INV-45513,2025-06-19,9500.0,GBP,6300,Ad spend
T001416,V0062,INV-32878,02/08/2024,1119.49,GBP,6400,Office supplies
T001417,V0184,INV-75521,2024-03-31,£429.54,GBP,6500,Air travel
T001418,V0090,INV-64891,01/05/2024,542.1,GBP,6400,Office supplies
T001419,V0050,INV-25401,07/04/2024,2167.47,GBP,6400,Air travel
T001420,V0195,INV-80742,06/03/2025,705.3,GBP,6100,Ad spend
T001421,V0198,INV-92111,01 Aug 2024,729.33,GBP,6200,Software licence
T001422,V0050,INV-24769,06/01/2024,"£1,312.59",GBP,6500,Ad spend
T001423,V0128,INV-33111,06/12/2024,270.04,GBP,6500,Software licence
T001424,V0014,INV-94523,01/07/2025,160.27,GBP,6200,Office supplies
T001425,V0112,INV-42949,12/08/2024,127.83,GBP,6400,Ad spend
T001426,V0012,INV-23686,02/23/2024,46.39,GBP,6400,Office supplies
T001427,V0041,INV-13809,05/11/2025,3873.17,GBP,6400,Software licence
T001428,V0019,INV-40841,2025-03-31,£119.88,GBP,6400,Freight
T001429,V0084,INV-64927,2024-07-22,316.28,GBP,6500,Advisory fee
T001430,V0084,INV-40154,2024-04-22,297.53,GBP,6200,Office supplies
T001431,V0026,INV-41079,26/02/2025,565.75,GBP,6100,Ad spend
T001432,V0057,INV-19637,27 Apr 2025,989.61,GBP,6400,Ad spend
T001433,V0014,INV-67129,28/05/2024,1039.53,GBP,6100,Freight
T001434,V0117,INV-33338,01/31/2025,212.43,GBP,6200,Office supplies
T001435,V0118,INV-35448,02 Jan 2025,£335.68,GBP,6200,Office supplies
T001436,V0086,INV-26673,02/02/2024,550.51,GBP,6500,Freight
T001437,V0016,INV-46779,19 May 2024,£306.87,GBP,6000,Ad spend
T001438,V0118,INV-64817,24/06/2024,"2,363.93",GBP,6200,Office supplies
T001439,V0076,INV-89119,2024-06-09,692.34,GBP,6500,Freight
T001440,V0044,INV-85775,08/23/2024,905.39,GBP,6000,Ad spend
T001441,V0134,INV-74122,08/09/2024,836.45,GBP,6400,Ad spend
T001442,V0119,INV-46591,01/15/2024,1466.77,GBP,6500,Ad spend
T001443,V0189,INV-42329,2024-09-10,£492.32,GBP,6200,Ad spend
T001444,V0149,INV-39151,01 Jun 2024,£96.88,GBP,6400,Software licence
T001445,V0107,INV-15796,02/11/2024,£626.19,GBP,6300,Advisory fee
T001446,V0197,INV-76088,02/04/2024,197.06,GBP,6300,Freight
T001447,V0101,INV-72818,10 Apr 2024,225.55,GBP,6300,Ad spend
T001448,V0062,INV-20890,2024-01-13,768.93,GBP,6500,Advisory fee
T001449,V0105,INV-38574,2024-05-15,1575.16,GBP,6200,Air travel
T001450,V0062,INV-94887,02 Apr 2024,£412.98,GBP,6000,Ad spend
T001451,V0172,INV-49955,06/14/2024,566.64,GBP,6500,Ad spend
T001452,V0147,INV-86501,25/01/2024,2623.95,GBP,6300,Ad spend
T001453,V0198,INV-28169,02/19/2025,£525.75,GBP,6100,Air travel
