transaction_id,vendor_id,invoice_number,txn_date,amount,currency,gl_account,description,__source_file,__issue,__check,control_total,actual_total,variance,reconciled
,,,,,,6100,,,,reconciliation,1262797.31,1925855.04,663057.73,False
,,,,,,6200,,,,reconciliation,1150131.03,1673087.4,522956.37,False
,,,,,,6300,,,,reconciliation,1291179.77,2263506.45,972326.68,False
,,,,,,6400,,,,reconciliation,1317874.3,2460542.7,1142668.4,False
,,,,,,6500,,,,reconciliation,1226179.5,2565140.57,1338961.07,False
T006682,V0001,INV-95540,2024-12-12,541.78,GBP,6000,Freight,transactions_2024_h2.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900137,V0001,INV-95540,2024-12-14,541.78,GBP,6000,Freight,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T009124,V0002,INV-23788,2024-03-22,409.74,GBP,6300,Ad spend,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T900108,V0002,INV-23788,2024-03-25,409.74,GBP,6300,Ad spend,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T001069,V0003,INV-10012,2025-06-19,241.18,GBP,6100,Air travel,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900147,V0003,INV-10012,2025-06-20,241.18,GBP,6100,Air travel,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T009656,V0003,INV-37419,2025-01-01,1695.04,GBP,6100,Freight,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T900057,V0003,INV-37419,2025-01-01,1695.04,GBP,6100,Freight,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T009486,V0004,INV-55895,2024-10-27,1676.94,GBP,6100,Advisory fee,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T900023,V0004,INV-55895,2024-10-28,1676.94,GBP,6100,Advisory fee,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T002021,V0005,INV-89761,2025-04-04,430.92,GBP,6300,Freight,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900079,V0005,INV-89761,2025-04-06,430.92,GBP,6300,Freight,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T007540,V0008,INV-67357,2025-02-18,286.57,GBP,6000,Office supplies,transactions_2024_h2.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900098,V0008,INV-67357,2025-02-18,286.57,GBP,6000,Office supplies,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T009754,V0009,INV-60184,2024-10-07,584.2,GBP,6200,Advisory fee,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T900067,V0009,INV-60184,2024-07-11,584.2,GBP,6200,Advisory fee,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T002345,V0010,INV-48026,2024-06-14,37.76,GBP,6100,Advisory fee,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900118,V0010,INV-48026,2024-06-15,37.76,GBP,6100,Advisory fee,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T005548,V0014,INV-29228,2024-03-18,675.79,GBP,6300,Advisory fee,transactions_2024_h2.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900040,V0014,INV-29228,2024-03-19,675.79,GBP,6300,Advisory fee,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T005360,V0015,INV-48604,2024-06-10,298.17,GBP,6400,Freight,transactions_2024_h2.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900082,V0015,INV-48604,2024-06-11,298.17,GBP,6400,Freight,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T005422,V0016,INV-35041,2024-06-19,108.91,GBP,6500,Software licence,transactions_2024_h2.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900146,V0016,INV-35041,2024-06-20,108.91,GBP,6500,Software licence,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T001124,V0016,INV-57307,2025-03-01,114.74,GBP,6200,Advisory fee,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900113,V0016,INV-57307,2025-03-03,114.74,GBP,6200,Advisory fee,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T008576,V0018,INV-12050,2024-11-03,630.43,GBP,6100,Ad spend,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T900078,V0018,INV-12050,2024-11-06,630.43,GBP,6100,Ad spend,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T004948,V0020,INV-76723,2024-07-17,92.94,GBP,6400,Freight,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900024,V0020,INV-76723,2024-07-17,92.94,GBP,6400,Freight,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T004696,V0024,INV-16416,2025-04-15,324.4,GBP,6000,Freight,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900125,V0024,INV-16416,2025-04-18,324.4,GBP,6000,Freight,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T004522,V0025,INV-88777,2024-01-20,1315.23,GBP,6100,Air travel,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900004,V0025,INV-88777,2024-01-20,1315.23,GBP,6100,Air travel,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T002546,V0026,INV-44243,2024-05-11,649.53,GBP,6400,Air travel,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900058,V0026,INV-44243,2024-11-08,649.53,GBP,6400,Air travel,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T000583,V0027,INV-51071,2025-01-11,809.21,GBP,6200,Office supplies,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900016,V0027,INV-51071,2025-12-01,809.21,GBP,6200,Office supplies,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T001964,V0028,INV-53101,2025-07-04,820.35,GBP,6500,Air travel,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900026,V0028,INV-53101,2025-04-10,820.35,GBP,6500,Air travel,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T002593,V0028,INV-75461,2025-05-02,384.87,GBP,6200,Office supplies,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900059,V0028,INV-75461,2025-05-05,384.87,GBP,6200,Office supplies,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T007217,V0030,INV-60577,2024-05-09,210.5,GBP,6400,Freight,transactions_2024_h2.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900120,V0030,INV-60577,2024-08-09,210.5,GBP,6400,Freight,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T006253,V0030,INV-78124,2024-10-25,7344.23,GBP,6500,Advisory fee,transactions_2024_h2.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900000,V0030,INV-78124,2024-10-26,7344.23,GBP,6500,Advisory fee,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T007888,V0032,INV-96447,2024-01-08,65.32,GBP,6000,Office supplies,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T900144,V0032,INV-96447,2024-04-08,65.32,GBP,6000,Office supplies,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T003400,V0037,INV-40821,2025-06-15,258.57,GBP,6300,Office supplies,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900126,V0037,INV-40821,2025-06-17,258.57,GBP,6300,Office supplies,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T005203,V0038,INV-17034,2024-07-04,475.52,GBP,6000,Freight,transactions_2024_h2.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900007,V0038,INV-17034,2024-09-04,475.52,GBP,6000,Freight,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T003040,V0038,INV-50138,2024-07-12,321.41,GBP,6500,Air travel,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900056,V0038,INV-50138,2024-08-12,321.41,GBP,6500,Air travel,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T001732,V0038,INV-72126,2025-08-03,274.72,GBP,6000,Software licence,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900002,V0038,INV-72126,2025-08-03,274.72,GBP,6000,Software licence,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T005862,V0039,INV-48653,2024-05-30,1557.49,GBP,6300,Air travel,transactions_2024_h2.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900084,V0039,INV-48653,2024-05-31,1557.49,GBP,6300,Air travel,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T007943,V0039,INV-79833,2024-12-29,82.41,GBP,6500,Ad spend,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T900091,V0039,INV-79833,2024-12-29,82.41,GBP,6500,Ad spend,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T005273,V0040,INV-56501,2024-02-22,107.8,GBP,6500,Freight,transactions_2024_h2.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900012,V0040,INV-56501,2024-02-23,107.8,GBP,6500,Freight,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T001348,V0040,INV-75004,2025-02-26,1127.49,GBP,6300,Office supplies,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900148,V0040,INV-75004,2025-02-26,1127.49,GBP,6300,Office supplies,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T008285,V0047,INV-41346,2025-02-12,133.69,GBP,6000,Office supplies,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T900051,V0047,INV-41346,2025-12-02,133.69,GBP,6000,Office supplies,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T007439,V0049,INV-97774,2024-05-10,76.31,GBP,6500,Office supplies,transactions_2024_h2.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900090,V0049,INV-97774,2024-07-10,76.31,GBP,6500,Office supplies,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T003858,V0050,INV-32553,2024-09-06,773.16,GBP,6100,Advisory fee,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900083,V0050,INV-32553,2024-06-12,773.16,GBP,6100,Advisory fee,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T002341,V0050,INV-51218,2025-02-04,870.19,GBP,6500,Air travel,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900109,V0050,INV-51218,2025-07-02,870.19,GBP,6500,Air travel,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T004685,V0051,INV-25941,2024-07-21,128.92,GBP,6300,Freight,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900001,V0051,INV-25941,2024-07-24,128.92,GBP,6300,Freight,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T003033,V0055,INV-50265,2025-05-28,664.38,GBP,6200,Air travel,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900054,V0055,INV-50265,2025-05-28,664.38,GBP,6200,Air travel,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T008182,V0055,INV-75987,2025-03-01,559.41,GBP,6400,Office supplies,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T900134,V0055,INV-75987,2025-03-04,559.41,GBP,6400,Office supplies,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T000252,V0057,INV-69130,2024-12-23,1107.26,GBP,6000,Ad spend,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900037,V0057,INV-69130,2024-12-25,1107.26,GBP,6000,Ad spend,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T000766,V0057,INV-99957,2025-02-05,186.14,GBP,6500,Air travel,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900117,V0057,INV-99957,2025-03-05,186.14,GBP,6500,Air travel,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T003007,V0059,INV-36546,2025-01-07,688.59,GBP,6500,Software licence,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900087,V0059,INV-36546,2025-09-01,688.59,GBP,6500,Software licence,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T000108,V0061,INV-92727,2024-10-21,488.84,GBP,6100,Advisory fee,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900063,V0061,INV-92727,2024-10-23,488.84,GBP,6100,Advisory fee,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T005654,V0064,INV-88941,2024-04-29,1395.58,GBP,6300,Software licence,transactions_2024_h2.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900013,V0064,INV-88941,2024-04-30,1395.58,GBP,6300,Software licence,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T008848,V0066,INV-35389,2024-09-14,461.1,GBP,6500,Freight,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T900029,V0066,INV-35389,2024-09-16,461.1,GBP,6500,Freight,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T007232,V0066,INV-55439,2024-10-17,2581.96,GBP,6400,Freight,transactions_2024_h2.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900099,V0066,INV-55439,2024-10-20,2581.96,GBP,6400,Freight,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T001513,V0068,INV-49343,2025-04-28,183.37,GBP,6000,Advisory fee,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900138,V0068,INV-49343,2025-05-01,183.37,GBP,6000,Advisory fee,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T009002,V0071,INV-30922,2024-03-03,1313.9,GBP,6100,Air travel,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T900088,V0071,INV-30922,2024-03-04,1313.9,GBP,6100,Air travel,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T006688,V0072,INV-52494,2024-01-18,145.78,GBP,6500,Air travel,transactions_2024_h2.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900077,V0072,INV-52494,2024-01-20,145.78,GBP,6500,Air travel,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T004950,V0074,INV-70074,2025-06-15,650.64,GBP,6500,Air travel,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900033,V0074,INV-70074,2025-06-15,650.64,GBP,6500,Air travel,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T003146,V0076,INV-61088,2025-06-18,676.58,GBP,6300,Ad spend,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900085,V0076,INV-61088,2025-06-20,676.58,GBP,6300,Ad spend,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T007792,V0077,INV-19070,2025-10-05,168.54,GBP,6000,Software licence,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T900141,V0077,INV-19070,2025-10-05,168.54,GBP,6000,Software licence,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T003788,V0077,INV-23164,2025-02-17,152.36,GBP,6000,Air travel,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900095,V0077,INV-23164,2025-02-19,152.36,GBP,6000,Air travel,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T005971,V0077,INV-71449,2024-09-03,1180.02,GBP,6100,Software licence,transactions_2024_h2.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900123,V0077,INV-71449,2024-09-06,1180.02,GBP,6100,Software licence,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T006631,V0079,INV-11889,2024-06-04,71.88,GBP,6400,Software licence,transactions_2024_h2.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900039,V0079,INV-11889,2024-04-08,71.88,GBP,6400,Software licence,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T006518,V0080,INV-93617,2024-12-20,472.84,GBP,6000,Office supplies,transactions_2024_h2.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900142,V0080,INV-93617,2024-12-22,472.84,GBP,6000,Office supplies,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T009418,V0084,INV-86220,2025-06-11,615.62,GBP,6200,Air travel,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T900135,V0084,INV-86220,2025-06-13,615.62,GBP,6200,Air travel,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T000440,V0086,INV-49739,2024-01-16,379.52,GBP,6100,Office supplies,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900009,V0086,INV-49739,2024-01-16,379.52,GBP,6100,Office supplies,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T006034,V0087,INV-72235,2024-03-24,151.44,GBP,6100,Advisory fee,transactions_2024_h2.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900015,V0087,INV-72235,2024-03-26,151.44,GBP,6100,Advisory fee,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T004004,V0089,INV-63336,2024-03-15,678.51,GBP,6100,Software licence,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900112,V0089,INV-63336,2024-03-15,678.51,GBP,6100,Software licence,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T009190,V0090,INV-40146,2024-08-11,2371.61,GBP,6300,Freight,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T900096,V0090,INV-40146,2024-10-11,2371.61,GBP,6300,Freight,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T000036,V0091,INV-43862,2024-12-14,105.33,GBP,6200,Freight,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900041,V0091,INV-43862,2024-12-16,105.33,GBP,6200,Freight,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T005324,V0092,INV-18474,2025-03-28,508.43,GBP,6000,Software licence,transactions_2024_h2.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900070,V0092,INV-18474,2025-03-29,508.43,GBP,6000,Software licence,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T001316,V0092,INV-24378,2024-10-15,95.3,GBP,6000,Office supplies,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900064,V0092,INV-24378,2024-10-15,95.3,GBP,6000,Office supplies,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T000511,V0093,INV-80373,2024-03-28,543.21,GBP,6000,Office supplies,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900132,V0093,INV-80373,2024-03-30,543.21,GBP,6000,Office supplies,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T004641,V0094,INV-97616,2025-05-26,987.7,GBP,6300,Software licence,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900022,V0094,INV-97616,2025-05-27,987.7,GBP,6300,Software licence,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T000972,V0095,INV-15693,2025-03-15,190.73,GBP,6100,Ad spend,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900076,V0095,INV-15693,2025-03-16,190.73,GBP,6100,Ad spend,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T008792,V0095,INV-87746,2024-08-23,253.08,GBP,6200,Freight,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T900139,V0095,INV-87746,2024-08-23,253.08,GBP,6200,Freight,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T002679,V0096,INV-71693,2024-10-28,448.04,GBP,6400,Software licence,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900031,V0096,INV-71693,2024-10-29,448.04,GBP,6400,Software licence,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T001225,V0098,INV-15754,2024-06-23,329.04,GBP,6200,Freight,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900129,V0098,INV-15754,2024-06-25,329.04,GBP,6200,Freight,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T001189,V0098,INV-78251,2024-08-20,738.82,GBP,6300,Office supplies,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900060,V0098,INV-78251,2024-08-21,738.82,GBP,6300,Office supplies,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T008244,V0100,INV-60464,2024-09-22,1758.91,GBP,6400,Advisory fee,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T900027,V0100,INV-60464,2024-09-24,1758.91,GBP,6400,Advisory fee,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T007052,V0100,INV-99538,2024-03-08,625.71,GBP,6200,Freight,transactions_2024_h2.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900018,V0100,INV-99538,2024-04-08,625.71,GBP,6200,Freight,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T008188,V0102,INV-14254,2024-10-06,808.71,GBP,6400,Air travel,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T900065,V0102,INV-14254,2024-09-10,808.71,GBP,6400,Air travel,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T008179,V0103,INV-11641,2024-01-04,927.72,GBP,6500,Ad spend,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T900075,V0103,INV-11641,2024-01-06,927.72,GBP,6500,Ad spend,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T006078,V0104,INV-81341,2024-03-02,150.66,GBP,6500,Software licence,transactions_2024_h2.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900062,V0104,INV-81341,2024-02-05,150.66,GBP,6500,Software licence,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T002751,V0106,INV-40783,2024-01-30,2782.27,GBP,6200,Air travel,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900010,V0106,INV-40783,2024-01-30,2782.27,GBP,6200,Air travel,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T002754,V0106,INV-61298,2025-03-28,341.75,GBP,6300,Ad spend,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900066,V0106,INV-61298,2025-03-30,341.75,GBP,6300,Ad spend,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T002305,V0106,INV-88871,2024-12-07,3623.64,GBP,6100,Advisory fee,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900049,V0106,INV-88871,2024-10-12,3623.64,GBP,6100,Advisory fee,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T009239,V0107,INV-11736,2025-11-03,160.42,GBP,6300,Advisory fee,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T900092,V0107,INV-11736,2025-12-03,160.42,GBP,6300,Advisory fee,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T005590,V0110,INV-15038,2025-01-25,2195.92,GBP,6300,Ad spend,transactions_2024_h2.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900036,V0110,INV-15038,2025-01-28,2195.92,GBP,6300,Ad spend,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T006293,V0112,INV-22243,2024-04-19,703.53,GBP,6200,Freight,transactions_2024_h2.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900130,V0112,INV-22243,2024-04-20,703.53,GBP,6200,Freight,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T006844,V0113,INV-26796,2024-09-02,158.23,GBP,6400,Air travel,transactions_2024_h2.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900104,V0113,INV-26796,2024-02-09,158.23,GBP,6400,Air travel,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T007641,V0113,INV-87484,2024-04-21,41.46,GBP,6000,Software licence,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T900116,V0113,INV-87484,2024-04-23,41.46,GBP,6000,Software licence,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T003724,V0116,INV-27419,2024-11-30,56.54,GBP,6500,Advisory fee,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900050,V0116,INV-27419,2024-11-30,56.54,GBP,6500,Advisory fee,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T000120,V0117,INV-49599,2024-07-22,922.54,GBP,6300,Ad spend,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900140,V0117,INV-49599,2024-07-24,922.54,GBP,6300,Ad spend,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T004820,V0117,INV-57867,2024-01-11,296.65,GBP,6300,Ad spend,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900046,V0117,INV-57867,2024-01-14,296.65,GBP,6300,Ad spend,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T003306,V0117,INV-72800,2024-06-05,1296.61,GBP,6300,Freight,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900086,V0117,INV-72800,2024-06-06,1296.61,GBP,6300,Freight,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T003351,V0118,INV-96430,2024-03-23,227.84,GBP,6200,Freight,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900124,V0118,INV-96430,2024-03-25,227.84,GBP,6200,Freight,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T006591,V0119,INV-58040,2024-12-26,318.19,GBP,6300,Office supplies,transactions_2024_h2.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900028,V0119,INV-58040,2024-12-28,318.19,GBP,6300,Office supplies,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T003338,V0122,INV-59724,2025-03-05,342.45,GBP,6100,Software licence,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900035,V0122,INV-59724,2025-05-04,342.45,GBP,6100,Software licence,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T000097,V0124,INV-55236,2024-12-06,558.77,GBP,6400,Freight,transactions_2024_h1.csv,duplicate_payment_candidate,duplicate_payments,,,,
T900136,V0124,INV-55236,2024-12-07,558.77,GBP,6400,Freight,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
T008363,V0124,INV-62075,2025-01-04,94.06,GBP,6100,Software licence,transactions_2025.xlsx,duplicate_payment_candidate,duplicate_payments,,,,
